"SkyRefNumber","marketingtag"
"100013400065","CGA DATA MAY2015_Hotel"
"110698600004","CGA DATA MAY2015_Community/Wet Led/Local"
"124917000004","CGA DATA MAY2015_Rugby Club"
"124917000004","CGA DATA MAY2015_Cricket Club"
"135843400004","CGA DATA MAY2015_Community/Wet Led/Local"
"101726800004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"103948500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"104952400004","CGA DATA MAY2015_Dry Led"
"136588000004","CGA DATA MAY2015_Community/Wet Led/Local"
"118793700004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"184476800004","CGA DATA MAY2015_Community/Wet Led/Local"
"141952700004","CGA DATA MAY2015_Community/Wet Led/Local"
"100031500107","CGA DATA MAY2015_Community/Wet Led/Local"
"142389200004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"182303000004","CGA DATA MAY2015_Community/Wet Led/Local"
"104562100004","CGA DATA MAY2015_Community/Wet Led/Local"
"103600400004","CGA DATA MAY2015_Community/Wet Led/Local"
"128114700004","CGA DATA MAY2015_Other Sports Club"
"103625400004","CGA DATA MAY2015_Hotel"
"122344400004","CGA DATA MAY2015_Community/Wet Led/Local"
"125029000004","CGA DATA MAY2015_Hotel"
"100769300004","CGA DATA MAY2015_Community/Wet Led/Local"
"142703400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"102435200004","CGA DATA MAY2015_Community/Wet Led/Local"
"100052100044","CGA DATA MAY2015_Community/Wet Led/Local"
"127473200004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"103883700004","CGA DATA MAY2015_Dry Led"
"102808700004","CGA DATA MAY2015_Community/Wet Led/Local"
"104737800004","CGA DATA MAY2015_Community/Wet Led/Local"
"136559200004","CGA DATA MAY2015_Registered Social club"
"184515300004","CGA DATA MAY2015_Community/Wet Led/Local"
"105336200004","CGA DATA MAY2015_Registered Social club"
"139692200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"131542700004","CGA DATA MAY2015_Community/Wet Led/Local"
"137510900004","CGA DATA MAY2015_Political (Registered) Club"
"142701700004","CGA DATA MAY2015_Dry Led"
"125686500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"101563600004","CGA DATA MAY2015_Community/Wet Led/Local"
"129306200004","CGA DATA MAY2015_Football Club"
"119141400004","CGA DATA MAY2015_Community/Wet Led/Local"
"100062500040","CGA DATA MAY2015_Community/Wet Led/Local"
"135436300004","CGA DATA MAY2015_Community/Wet Led/Local"
"139338800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"102577100004","CGA DATA MAY2015_Dry Led"
"133406200004","CGA DATA MAY2015_Community/Wet Led/Local"
"107866700004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"141426000004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"134828900004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100050700760","CGA DATA MAY2015_Community/Wet Led/Local"
"182897600004","CGA DATA MAY2015_Community/Wet Led/Local"
"105479200004","CGA DATA MAY2015_Registered Sports Club"
"181429900004","CGA DATA MAY2015_Community/Wet Led/Local"
"109212100004","CGA DATA MAY2015_Sports/Leisure Centres"
"105479200004","CGA DATA MAY2015_Golf Club"
"100050700343","CGA DATA MAY2015_Community/Wet Led/Local"
"123046600004","CGA DATA MAY2015_Community/Wet Led/Local"
"184232700004","CGA DATA MAY2015_Hotel"
"136505600004","CGA DATA MAY2015_Community/Wet Led/Local"
"100886000004","CGA DATA MAY2015_Cricket Club"
"181400100210","CGA DATA MAY2015_Dry Led"
"109866400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"102261200004","CGA DATA MAY2015_Community/Wet Led/Local"
"100050700200","CGA DATA MAY2015_Community/Wet Led/Local"
"101172800004","CGA DATA MAY2015_Registered Social club"
"137946500004","CGA DATA MAY2015_Political (Registered) Club"
"181400102053","CGA DATA MAY2015_Dry Led"
"102498300004","CGA DATA MAY2015_Political (Registered) Club"
"181400102054","CGA DATA MAY2015_Community/Wet Led/Local"
"133433200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"131579100004","CGA DATA MAY2015_Football Club"
"100052100067","CGA DATA MAY2015_Community/Wet Led/Local"
"141584500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"102739800004","CGA DATA MAY2015_Community/Wet Led/Local"
"103911900004","CGA DATA MAY2015_Community/Wet Led/Local"
"123620900004","CGA DATA MAY2015_Registered Sports & Social Club"
"181290300004","CGA DATA MAY2015_Community/Wet Led/Local"
"110405900004","CGA DATA MAY2015_Hotel"
"121034800004","CGA DATA MAY2015_Branded Food Pub"
"123639100004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"182186300004","CGA DATA MAY2015_Golf Club"
"184428000004","CGA DATA MAY2015_Hotel"
"100146600004","CGA DATA MAY2015_Dry Led"
"142370600004","CGA DATA MAY2015_Dry Led"
"105600100004","CGA DATA MAY2015_Rugby Club"
"141737800004","CGA DATA MAY2015_Community/Wet Led/Local"
"100022500304","CGA DATA MAY2015_Community/Wet Led/Local"
"142136400004","CGA DATA MAY2015_Community/Wet Led/Local"
"103957600004","CGA DATA MAY2015_Community/Wet Led/Local"
"184399900004","CGA DATA MAY2015_Football Club"
"125799300004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"104644500004","CGA DATA MAY2015_Community/Wet Led/Local"
"100018600787","CGA DATA MAY2015_Branded Food Pub"
"131321600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"181400102055","CGA DATA MAY2015_Community/Wet Led/Local"
"101512400004","CGA DATA MAY2015_Community/Wet Led/Local"
"128840800004","CGA DATA MAY2015_Community/Wet Led/Local"
"101190300004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"136350600004","CGA DATA MAY2015_Community/Wet Led/Local"
"110741100004","CGA DATA MAY2015_Registered Sports Club"
"185115500004","CGA DATA MAY2015_Community/Wet Led/Local"
"100118700004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"181400102057","CGA DATA MAY2015_Community/Wet Led/Local"
"100577800004","CGA DATA MAY2015_Community/Wet Led/Local"
"138162300004","CGA DATA MAY2015_Dry Led"
"136028800004","CGA DATA MAY2015_Cricket Club"
"120755700004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100050700386","CGA DATA MAY2015_Dry Led"
"110362100004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"103622500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100936900004","CGA DATA MAY2015_Community/Wet Led/Local"
"136603500004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"137421200004","CGA DATA MAY2015_Community/Wet Led/Local"
"139522800004","CGA DATA MAY2015_Community/Wet Led/Local"
"183556400004","CGA DATA MAY2015_Community/Wet Led/Local"
"110995700004","CGA DATA MAY2015_Registered Sports & Social Club"
"102348300004","CGA DATA MAY2015_Dry Led"
"141159000004","CGA DATA MAY2015_Other Sports Club"
"105374100004","CGA DATA MAY2015_Community/Wet Led/Local"
"185119900004","CGA DATA MAY2015_Community/Wet Led/Local"
"100758200004","CGA DATA MAY2015_Rugby Club"
"110362800004","CGA DATA MAY2015_Other Sports Club"
"139481000004","CGA DATA MAY2015_Registered Social club"
"100018600381","CGA DATA MAY2015_Branded Food Pub"
"181400102059","CGA DATA MAY2015_Community/Wet Led/Local"
"105749700004","CGA DATA MAY2015_Community/Wet Led/Local"
"130841600004","CGA DATA MAY2015_Dry Led"
"102642900004","CGA DATA MAY2015_Community/Wet Led/Local"
"185106500004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"100050700824","CGA DATA MAY2015_Community/Wet Led/Local"
"181400103538","CGA DATA MAY2015_Community/Wet Led/Local"
"100013000670","CGA DATA MAY2015_Branded Food Pub"
"100011700654","CGA DATA MAY2015_Branded Food Pub"
"116146500004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"104387800004","CGA DATA MAY2015_Community/Wet Led/Local"
"100538700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184165300004","CGA DATA MAY2015_Community/Wet Led/Local"
"136367900004","CGA DATA MAY2015_Community/Wet Led/Local"
"116127900004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"126540200004","CGA DATA MAY2015_Dry Led"
"101898200004","CGA DATA MAY2015_Hotel"
"100013000676","CGA DATA MAY2015_Branded Food Pub"
"100294200004","CGA DATA MAY2015_Registered Sports & Social Club"
"111463600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"101305000004","CGA DATA MAY2015_Registered Sports & Social Club"
"130631300004","CGA DATA MAY2015_Community/Wet Led/Local"
"102473200004","CGA DATA MAY2015_Golf Club"
"126172600004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"102654100004","CGA DATA MAY2015_Cricket Club"
"100030100031","CGA DATA MAY2015_Community/Wet Led/Local"
"139127200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"122720700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"103150800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"102761200004","CGA DATA MAY2015_Community/Wet Led/Local"
"115693500004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100011700464","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"180291500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100032400535","CGA DATA MAY2015_Dry Led"
"100046900027","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100015300014","CGA DATA MAY2015_Circuit Bar - Young Persons"
"107078300004","CGA DATA MAY2015_Hotel"
"119506100004","CGA DATA MAY2015_Hotel"
"122706400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"126602200004","CGA DATA MAY2015_Hotel"
"100649200004","CGA DATA MAY2015_Golf Club"
"101196000004","CGA DATA MAY2015_Golf Club"
"122615100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"122628300004","CGA DATA MAY2015_Hotel"
"105224300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"119598900004","CGA DATA MAY2015_Cricket Club"
"120448900004","CGA DATA MAY2015_Dry Led"
"130530700004","CGA DATA MAY2015_Community/Wet Led/Local"
"123379800004","CGA DATA MAY2015_Dry Led"
"123400100004","CGA DATA MAY2015_Community/Wet Led/Local"
"141322100004","CGA DATA MAY2015_Community/Wet Led/Local"
"136457600004","CGA DATA MAY2015_Dry Led"
"141122800004","CGA DATA MAY2015_Community/Wet Led/Local"
"120919800004","CGA DATA MAY2015_Community/Wet Led/Local"
"128991600004","CGA DATA MAY2015_Golf Club"
"137010900004","CGA DATA MAY2015_Community/Wet Led/Local"
"130173600004","CGA DATA MAY2015_Community/Wet Led/Local"
"184078600004","CGA DATA MAY2015_Community/Wet Led/Local"
"185029400004","CGA DATA MAY2015_Community/Wet Led/Local"
"140971000004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"109069200004","CGA DATA MAY2015_Dry Led"
"128621900004","CGA DATA MAY2015_Golf Club"
"136116200004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"103190000004","CGA DATA MAY2015_Community/Wet Led/Local"
"104704600004","CGA DATA MAY2015_Community/Wet Led/Local"
"130643900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"106828200004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"137065100004","CGA DATA MAY2015_Sports/Leisure Centres"
"135778400004","CGA DATA MAY2015_Other Sports Club"
"135169600004","CGA DATA MAY2015_Sports/Leisure Centres"
"137316100004","CGA DATA MAY2015_Community/Wet Led/Local"
"136811600004","CGA DATA MAY2015_Community/Wet Led/Local"
"117266400004","CGA DATA MAY2015_Rural Character"
"104969000004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"133114900004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"130807100004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"128570800004","CGA DATA MAY2015_Sports/Leisure Centres"
"100053100005","CGA DATA MAY2015_Hotel"
"111749600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"101892000004","CGA DATA MAY2015_Hotel"
"103193500004","CGA DATA MAY2015_Community/Wet Led/Local"
"105250200004","CGA DATA MAY2015_Community/Wet Led/Local"
"131647900004","CGA DATA MAY2015_Registered Sports & Social Club"
"108003100004","CGA DATA MAY2015_Hotel"
"105428300004","CGA DATA MAY2015_Community/Wet Led/Local"
"108330200004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"138790300004","CGA DATA MAY2015_Community/Wet Led/Local"
"105832600004","CGA DATA MAY2015_Community/Wet Led/Local"
"183846000004","CGA DATA MAY2015_Community/Wet Led/Local"
"104140300004","CGA DATA MAY2015_Community/Wet Led/Local"
"102297300004","CGA DATA MAY2015_Hotel"
"125037000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"129220200004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100022400056","CGA DATA MAY2015_Community/Wet Led/Local"
"132477000004","CGA DATA MAY2015_Community/Wet Led/Local"
"182499800027","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"106463300004","CGA DATA MAY2015_Community/Wet Led/Local"
"139859100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"103743600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"180746600004","CGA DATA MAY2015_Community/Wet Led/Local"
"117460600004","CGA DATA MAY2015_Community/Wet Led/Local"
"139094100004","CGA DATA MAY2015_Registered Social club"
"100775900004","CGA DATA MAY2015_Political (Registered) Club"
"182499800017","CGA DATA MAY2015_Community/Wet Led/Local"
"100027000105","CGA DATA MAY2015_Sports/Leisure Centres"
"120796000004","CGA DATA MAY2015_Community/Wet Led/Local"
"183198700004","CGA DATA MAY2015_Community/Wet Led/Local"
"112910400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"113923400004","CGA DATA MAY2015_Community/Wet Led/Local"
"133777000004","CGA DATA MAY2015_Cricket Club"
"184445800004","CGA DATA MAY2015_Dry Led"
"184154300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"102293600004","CGA DATA MAY2015_Hotel"
"184698800004","CGA DATA MAY2015_Community/Wet Led/Local"
"136597300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"123035000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"136154500004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"138692600004","CGA DATA MAY2015_Other Sports Club"
"122540700004","CGA DATA MAY2015_Dry Led"
"110385200004","CGA DATA MAY2015_Community/Wet Led/Local"
"100470100004","CGA DATA MAY2015_Football Club"
"131922700004","CGA DATA MAY2015_Registered Social club"
"105854300004","CGA DATA MAY2015_Rugby Club"
"100876800004","CGA DATA MAY2015_Golf Club"
"131588400004","CGA DATA MAY2015_Hotel"
"183095500004","CGA DATA MAY2015_Community/Wet Led/Local"
"123813500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"103475900004","CGA DATA MAY2015_Hotel"
"128655600004","CGA DATA MAY2015_Registered Social club"
"100011700900","CGA DATA MAY2015_Dry Led"
"104776700004","CGA DATA MAY2015_Community/Wet Led/Local"
"105272900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"105865100004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"182316900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"182576700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100047000136","CGA DATA MAY2015_Hotel"
"103131700004","CGA DATA MAY2015_Hotel"
"184345400005","CGA DATA MAY2015_Hotel"
"181382400004","CGA DATA MAY2015_Registered Sports & Social Club"
"183792100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184572300004","CGA DATA MAY2015_Community/Wet Led/Local"
"120162900004","CGA DATA MAY2015_Hotel"
"127106900004","CGA DATA MAY2015_Community/Wet Led/Local"
"181917100004","CGA DATA MAY2015_Hotel"
"102221300004","CGA DATA MAY2015_Community/Wet Led/Local"
"181469200034","CGA DATA MAY2015_Hotel"
"100028200048","CGA DATA MAY2015_Hotel"
"183990400004","CGA DATA MAY2015_Community/Wet Led/Local"
"105248400004","CGA DATA MAY2015_Dry Led"
"118131900004","CGA DATA MAY2015_Hotel"
"118669400004","CGA DATA MAY2015_Registered Social club"
"127666600004","CGA DATA MAY2015_Hotel"
"182864200004","CGA DATA MAY2015_Hotel"
"125736600004","CGA DATA MAY2015_Hotel"
"184682700004","CGA DATA MAY2015_Dry Led"
"114064700004","CGA DATA MAY2015_Dry Led"
"184740400004","CGA DATA MAY2015_Hotel"
"125666300004","CGA DATA MAY2015_Hotel"
"119509000004","CGA DATA MAY2015_Hotel"
"133191200004","CGA DATA MAY2015_Hotel"
"135522200004","CGA DATA MAY2015_Dry Led"
"107710200004","CGA DATA MAY2015_Hotel"
"140891700004","CGA DATA MAY2015_Community/Wet Led/Local"
"100013000751","CGA DATA MAY2015_Branded Food Pub"
"100276300004","CGA DATA MAY2015_Community/Wet Led/Local"
"103801800004","CGA DATA MAY2015_Community/Wet Led/Local"
"104882800004","CGA DATA MAY2015_Football Club"
"180831100004","CGA DATA MAY2015_Community/Wet Led/Local"
"183883200004","CGA DATA MAY2015_Community/Wet Led/Local"
"185036300004","CGA DATA MAY2015_Community/Wet Led/Local"
"116624600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"122844100004","CGA DATA MAY2015_Community/Wet Led/Local"
"103908100004","CGA DATA MAY2015_Registered Social club"
"100739000004","CGA DATA MAY2015_Hotel"
"125935700004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"104882800004","CGA DATA MAY2015_Golf Club"
"100766700004","CGA DATA MAY2015_Hotel"
"100442300004","CGA DATA MAY2015_Hotel"
"140404600004","CGA DATA MAY2015_Community/Wet Led/Local"
"133041600004","CGA DATA MAY2015_Hotel"
"121300800004","CGA DATA MAY2015_Community/Wet Led/Local"
"102590300004","CGA DATA MAY2015_Hotel"
"100860100004","CGA DATA MAY2015_Hotel"
"107698300004","CGA DATA MAY2015_Hotel"
"116536900004","CGA DATA MAY2015_Hotel"
"105642300004","CGA DATA MAY2015_Hotel"
"102070300004","CGA DATA MAY2015_Community/Wet Led/Local"
"100862300004","CGA DATA MAY2015_Hotel"
"120018200004","CGA DATA MAY2015_Hotel"
"180568500004","CGA DATA MAY2015_Dry Led"
"115553600004","CGA DATA MAY2015_Hotel"
"105655000004","CGA DATA MAY2015_Hotel"
"124429900004","CGA DATA MAY2015_Golf Club"
"136307800004","CGA DATA MAY2015_Community/Wet Led/Local"
"128731700004","CGA DATA MAY2015_Community/Wet Led/Local"
"182975700004","CGA DATA MAY2015_Registered Sports & Social Club"
"100032400566","CGA DATA MAY2015_Community/Wet Led/Local"
"185050100004","CGA DATA MAY2015_Community/Wet Led/Local"
"104692300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"103904500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100026901603","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100026200067","CGA DATA MAY2015_Community/Wet Led/Local"
"182506800021","CGA DATA MAY2015_Hotel"
"126077900004","CGA DATA MAY2015_Community/Wet Led/Local"
"136057100004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"104979900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"181370700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184812200004","CGA DATA MAY2015_Community/Wet Led/Local"
"101625600004","CGA DATA MAY2015_Golf Club"
"100598400004","CGA DATA MAY2015_Community/Wet Led/Local"
"105131200004","CGA DATA MAY2015_Community/Wet Led/Local"
"118366200004","CGA DATA MAY2015_Hotel"
"116053700004","CGA DATA MAY2015_Hotel"
"111870300004","CGA DATA MAY2015_Community/Wet Led/Local"
"125178400004","CGA DATA MAY2015_Hotel"
